INN,employees,expenses,okved_main_code,okved_main_name,org_name,place_info,revenue,revenue_date,short_name
7826165640,4,7331000,47.73,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙБОЛИТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",7026000,31.12.2018,"ООО ""АЙБОЛИТ"""
7823005670,6,26742000,03.11,Рыболовство морское,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р/К ПРОГРЕСС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",4164000,31.12.2018,"АО ""Р/К ПРОГРЕСС"""
7816480379,5,183397000,41.2,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТСТРОЙПРОЕКТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",184123000,31.12.2018,"ООО ""БАЛТСТРОЙПРОЕКТ"""
7804148610,1,1299000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ФРЕГАТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",1117000,31.12.2018,"ООО ""КОМПАНИЯ ФРЕГАТ"""
7819030096,2,617476000,77.39.1,Аренда и лизинг прочих сухопутных транспортных средств и оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОТРАНСПОРТНАЯ КОМПАНИЯ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",625650000,31.12.2018,"ООО ""АВТОТРАНСПОРТНАЯ КОМПАНИЯ"""
7819020884,16,45929000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОСТАР КАРВИНГ ВУД""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",46604000,31.12.2018,"ООО ""БИОСТАР КАРВИНГ ВУД"""
7838403032,9,22625000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРЛИ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",24339000,31.12.2018,"ООО ""МАРЛИ"""
4727000836,1,954000,80.10,Деятельность частных охранных служб,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНАЯ ОХРАННАЯ ОРГАНИЗАЦИЯ ""ПАТРУЛЬ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",1762000,31.12.2018,"ООО ЧОО ""ПАТРУЛЬ"""
7801567010,1,1373000,82.99,"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВЕНТКОМП""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",1360000,31.12.2018,"ООО ""ИВЕНТКОМП"""
7842356145,1,0,46.73,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗО-ЭНЕРГЕТИЧЕСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""ГЭСК"""
7805289885,31,35090000,33.13,Ремонт электронного и оптического оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ВЕЛЕНА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",36808000,31.12.2018,"ООО ""НПК ""ВЕЛЕНА"""
7801426700,5,85806000,56.29,Деятельность предприятий общественного питания по прочим видам организации питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАТУС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",47758000,31.12.2018,"ООО ""СТАТУС"""
7840412884,45,136091000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕТНИЙ ДВОРЕЦ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",135658000,31.12.2018,"ООО ""ЛЕТНИЙ ДВОРЕЦ"""
7805230514,1,0,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""САНА"""
7813069259,11,7952000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САНКТ-КИТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",9457000,31.12.2018,ЗАО ''САНКТ-КИТ''
7810592968,9,31147000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА ХОЛДИНГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",31406000,31.12.2018,"ООО ""ОМЕГА ХОЛДИНГ"""
7813502881,4,3163000,62.0,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБРАЗОВАТЕЛЬНАЯ РОБОТОТЕХНИКА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",4448000,31.12.2018,"ООО ""ОБРАЗОВАТЕЛЬНАЯ РОБОТОТЕХНИКА"""
7819021334,2,10189000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТУНА-БИЗНЕС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",21783000,31.12.2018,"ООО ""ФОРТУНА-БИЗНЕС"""
7703647605,85,261512000,,,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗВЕЗДА ПЕТЕРГОФА""",,273499000,31.12.2018,
4720012991,1,99000,46.69,Торговля оптовая прочими машинами и оборудованием,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАБЛИНГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",25000,31.12.2018,"ООО ""КАБЛИНГ"""
7819019818,7,4922000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОДВОРЦОВАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ КОМПАНИЯ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",6587000,31.12.2018,"ООО ""ПТПК"""
7811450405,3,32789000,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТЕЛЬ""",,33560000,31.12.2018,
7807028695,1,2867000,33.12,Ремонт машин и оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",2890000,31.12.2018,"ООО ""ИСКРА"""
7819023934,1,9535000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФИЛЬ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",10359000,31.12.2018,"ООО ""ПРОФИЛЬ"""
7819009721,22,14183000,86.90.9,"Деятельность в области медицины прочая, не включенная в другие группировки","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",17463000,31.12.2018,"ООО ""МАГ"""
7204184172,1,194000,71.12.1,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТ-СТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",195000,31.12.2018,"ООО ""АТ-СТРОЙ"""
7819303473,5,352669000,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОЛЬФ-КЛУБ ""МИХАЙЛОВКА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",6019000,31.12.2018,"ООО ""ГОЛЬФ-КЛУБ ""МИХАЙЛОВКА"""
7819001031,0,617502000,,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕТРОДВОРЦОВАЯ ЭЛЕКТРОСЕТЬ""",,595121000,31.12.2018,
7816117292,1,56000,43.22,"Производство санитарно-технических работ, монтаж отопительных систем и систем кондиционирования воздуха","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКМИТЕК-ТРАНЗИТ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",56000,31.12.2018,"ООО ""АКМИТЕК-ТРАНЗИТ"""
7819312090,54,147122000,56.1,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВОРЕЦ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",148714000,31.12.2018,"ООО ""ДВОРЕЦ"""
7819026389,1,0,52.21.24,Деятельность стоянок для транспортных средств,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЛЮКС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""АВТОЛЮКС"""
7819303240,1,1169000,93.11,Деятельность спортивных объектов,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПОРТ ГРУПП""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",1351000,31.12.2018,"ООО ""СПОРТ ГРУПП"""
7819018701,11,12753000,43.11,Разборка и снос зданий,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРВЫЕ ПЕТЕРГОФСКИЕ РЕСТАВРАЦИОННЫЕ МАСТЕРСКИЕ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",13426000,31.12.2018,"ЗАО ""ППРМ """
4720014004,11,7745000,58,Деятельность издательская,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСПОРТНАЯ КОМПАНИЯ ""АВТОЛАЙН""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",7960000,31.12.2018,"ООО ТК ""АВТОЛАЙН"""
7819015203,0,2891000,96.01,Стирка и химическая чистка текстильных и меховых изделий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАЛАР""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",6998000,31.12.2018,"ООО ""ТАЛАР"""
7819023250,6,7499000,33.14,Ремонт электрического оборудования,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТЭЛЕКТРОСЕРВИСТЕХНОЛОДЖИ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",7982000,31.12.2018,"ООО ""БЭСТ"""
7819302790,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА АЛЬЯНС""",,,,
7819318261,68,333309000,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДМИРАЛ-М""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",324741000,31.12.2018,"ООО ""АДМИРАЛ-М"""
7819009200,22,40475000,43.12,Подготовка строительной площадки,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКО""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",48024000,31.12.2018,"ООО ""АРКО"""
7819023726,0,678000,47.1,Торговля розничная в неспециализированных магазинах,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТЕРГОФ ТРЕЙД""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",42000,31.12.2018,"ООО ""ПЕТЕРГОФ ТРЕЙД"""
7819020010,1,11980000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИРАМИДА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",14317000,31.12.2018,"ООО ""ПИРАМИДА"""
7819303152,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОМЕГА""",,,,
7819302769,2,0,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКОРОХОД""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""СКОРОХОД"""
7804543497,1,0,46.13,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДСКЛЕС""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""ДСКЛЕС"""
7819002116,2,607000,68.20.2,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРИСТАЛЛ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",840000,31.12.2018,"ООО ""КРИСТАЛЛ"""
7819312132,1,8060000,43.21,Производство электромонтажных работ,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТИЙСКИЕ ОХРАННЫЕ СИСТЕМЫ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",13346000,31.12.2018,"ООО ""БАЛТИЙСКИЕ ОХРАННЫЕ СИСТЕМЫ"""
7816416020,4,22481000,25.11,"Производство строительных металлических конструкций, изделий и их частей","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОРЕМСТРОЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",22826000,31.12.2018,"ООО  ""ПЕТРОРЕМСТРОЙ"""
7819304646,4,8674000,46.90,Торговля оптовая неспециализированная,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИКОН""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",9177000,31.12.2018,"ООО ""ТРИКОН"""
7805470971,1,1815000,72.19,Научные исследования и разработки в области естественных и технических наук прочие,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФФЕКТИВНЫЕ РЕСУРСЫ КОМПАНИЙ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",1815000,31.12.2018,"ООО ""ЭРК"""
4720021379,5,3165000,69,Деятельность в области права и бухгалтерского учета,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛАВБУХ +""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",3503000,31.12.2018,"ООО ""ГЛАВБУХ +"""
7819308577,10,8947000,56.1,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛОЧКА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",13775000,31.12.2018,"ООО ""БЕЛОЧКА"""
7819313658,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСДОЛГ""",,,,
7819027128,1,,56.10.1,"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙРОН""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",,,"ООО ""БАЙРОН"""
7819024705,1,,71.1,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАДАСТРОВО-ЭКСПЕРТНОЕ БЮРО""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",,,"ООО ""КАДАСТРОВО-ЭКСПЕРТНОЕ БЮРО"""
7819026340,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛЮС""",,,,
7819022183,,,,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОФИЦЕРСКОЕ СОБРАНИЕ""",,,,
7819312936,1,0,41.20,Строительство жилых и нежилых зданий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКАДЕМИЯ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""АКАДЕМИЯ"""
7802843914,0,0,79.90,Услуги по бронированию прочие и сопутствующая деятельность,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРИЗМ СЕВЕРО-ЗАПАД""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""ТУРИЗМ СЕВЕРО-ЗАПАД"""
7819019310,10,9531000,56.10,Деятельность ресторанов и услуги по доставке продуктов питания,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАПЕЗА""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",11692000,31.12.2018,"ООО ""ТРАПЕЗА"""
7825347729,3,1497000,52.29,"Деятельность вспомогательная прочая, связанная с перевозками","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТЕЛЛ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",290000,31.12.2018,"ООО""АРТЕЛЛ"""
7819312703,1,0,78.10,Деятельность агентств по подбору персонала,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУС ГРЕЙНЗ""","САНКТ-ПЕТЕРБУРГ ГОРОД, ГОРОД ПЕТЕРГОФ",0,31.12.2018,"ООО ""РУС ГРЕЙНЗ"""
